9,1,0,1,6,22,0,0,29,0,0,0,4,92,1,0,89,0,0,0,8,118,1,0,2,1,0,0,347,40,0,0,32755,-3709,-31511,-1217,13319,-252
11,0,0,0,13,16,1,0,19,0,0,0,11,102,0,0,81,0,0,0,5,103,0,0,2,0,0,0,416,60,0,0,32755,-13332,-11841,-1178,19920,-106
9,0,0,0,18,15,0,1,28,0,0,0,13,81,1,0,78,0,0,0,10,119,1,0,1,0,0,1,550,30,1,0,32755,-12101,-23537,-885,3888,675
8,0,0,0,17,18,0,0,18,1,0,0,11,78,1,0,89,0,0,7,6,117,0,0,6,0,0,82,575,76,0,1,32755,-12101,-23537,-885,3888,675
18,0,0,0,17,18,1,0,22,0,0,0,11,89,3,0,87,0,0,4,9,205,10,0,5,0,1,1736,533,87,386,1,32755,-16564,-32758,-1597,11252,-661
11,0,0,0,31,24,0,0,17,0,0,0,6,112,1,2,95,0,4,5,12,424,15,150,5,0,156,1905,482,49,650,765,32755,-18637,-32758,-2053,19147,-442
10,0,0,0,12,15,1,0,31,0,0,0,12,156,0,13,84,0,1,1,11,352,8,98,2,0,312,1964,447,25,642,1013,32755,-14179,-26301,-1884,10430,17
9,0,1,0,20,5,0,0,32,0,1,0,21,105,4,4,90,0,5,2,24,624,24,351,5,0,357,2042,429,17,851,1073,32755,-14233,-23812,-2440,5240,132
7,0,0,0,4,8,3,0,28,0,1,0,11,251,334,8,80,0,10,4,24,736,39,712,4,0,382,2129,432,20,878,987,32755,-13563,-22478,-2178,1929,135
9,0,0,0,14,8,6,0,30,0,0,3,38,240,505,7,82,0,8,13,34,832,52,908,4,0,343,2075,389,22,795,926,32755,-13439,-22462,-2664,420,170
6,1,0,0,32,7,5,0,33,0,0,5,47,267,620,8,73,0,8,13,32,857,47,974,7,0,296,1905,384,29,687,895,32755,-13416,-22668,-2179,-198,160
7,0,1,0,25,12,4,0,28,0,2,1,25,285,960,7,55,0,13,7,25,911,30,925,3,0,78,1729,310,18,252,834,32755,-13390,-22761,-2108,-505,265
5,1,0,0,28,9,4,0,32,0,2,1,73,272,1123,19,24,0,0,6,23,930,30,792,1,0,0,1486,336,16,159,702,32755,-13442,-22565,-2421,-553,187
5,0,0,0,17,4,6,0,64,0,0,1,72,198,1247,4,8,0,0,12,19,958,15,638,2,0,0,1178,226,27,1,332,32755,-13408,-22670,-2316,-332,45
1,1,1,0,27,5,4,0,2,44,1,1,128,99,1267,3,0,1,0,12,19,920,15,345,1,0,0,937,355,28,2,108,32755,-13487,-22571,-2326,-32,73
1,2,1,0,36,2,5,0,1,57,1,1,163,25,1300,13,0,1,1,7,12,811,14,138,0,0,1,698,430,14,3,101,32755,-13565,-22540,-2124,65,197
0,21,0,0,31,1,4,1,0,57,0,1,186,19,1346,8,0,10,1,15,24,809,15,126,0,1,1,489,457,10,1,65,32755,-13575,-22531,-1924,-40,37
0,9,0,0,32,1,5,2,1,39,1,2,287,19,1406,6,0,8,1,22,18,771,17,116,0,1,2,277,425,16,2,34,32755,-13688,-22515,-2162,-160,152
0,20,0,0,32,1,4,0,1,32,0,0,320,27,1453,0,0,7,0,0,27,781,17,0,0,1,0,1,407,16,5,0,32755,-13693,-22497,-2328,-196,155
0,3,1,0,25,1,5,0,1,23,1,0,359,22,1577,2,0,5,1,0,30,803,17,0,0,0,1,0,370,47,2,0,32755,-13640,-22609,-2189,-237,-35
1,1,0,0,37,3,16,0,1,0,0,1,417,33,1688,2,0,0,0,0,28,813,14,1,0,0,0,0,359,48,2,1,32755,-13711,-22579,-2259,-339,129
1,21,0,0,48,3,14,1,0,117,0,0,437,35,1860,1,0,5,0,0,26,786,11,0,0,1,1,0,330,59,1,0,32755,-13661,-22662,-2647,-380,118
1,10,1,0,38,4,5,0,1,242,2,0,417,39,2058,1,0,8,0,0,19,712,14,0,0,0,0,0,343,58,2,0,32755,-13661,-22662,-2647,-380,118
1,19,2,0,52,1,2,0,0,608,46,58,450,34,2159,1,0,5,0,10,14,653,12,0,0,0,0,1,261,27,1,0,32755,-13732,-22636,-2346,-278,-12
1,16,3,1,80,3,2,7,0,1106,84,63,408,38,2205,133,0,2,2,9,8,221,3,6,0,0,0,1,254,36,1,1,32755,-13828,-22673,-2645,-5,-14
0,11,11,1,40,4,1,7,0,1409,349,83,350,136,2263,186,0,3,1,30,10,102,11,9,0,0,0,3,204,5,2,1,32755,-13955,-22805,-2159,341,-185
34,6,10,13,52,2,2,4,162,1511,539,223,286,174,2273,218,3,6,0,19,11,0,5,8,1,3,0,12,203,0,3,17,32755,-14079,-22954,-2021,4,-250
58,5,25,17,94,2,0,5,509,1700,831,369,81,207,2309,242,13,45,15,30,12,1,12,29,0,1,0,6,368,1,2,48,32755,-14004,-23830,-1892,-1496,-337
61,7,36,26,35,6,68,5,1100,1906,968,444,26,264,2272,256,3,31,18,11,2,0,3,15,0,2,0,5,412,1,3,64,32755,-14469,-25431,-2070,-3861,-252
67,6,36,26,43,151,129,4,1329,1998,1009,464,31,331,2202,244,1,20,12,6,0,1,1,9,2,1,0,2,386,0,5,74,32755,-14889,-24421,-2092,-4975,-258
56,6,36,30,58,443,165,2,1523,2008,1040,466,30,288,2035,10,0,0,0,0,0,0,0,0,2,2,1,4,251,0,6,40,32755,-14715,-24329,-2055,-4463,-315
54,7,42,23,75,617,203,0,1528,1831,1051,437,58,269,1691,2,27,24,4,2,4,52,4,1,0,2,0,0,216,38,2,23,32755,-14931,-23239,-1258,-4693,-553
56,168,35,21,100,640,274,2,1529,1330,990,201,122,90,850,1,108,14,5,3,3,56,11,0,1,1,0,0,251,36,2,11,32755,-16599,-26194,-1462,-4079,-651
63,339,43,1,71,694,310,1,1479,651,775,1,253,84,50,2,105,14,8,1,7,80,2,0,4,1,0,1,292,23,1,0,32755,-14559,-11942,-1363,-502,-1378
78,350,1,0,126,471,6,1,988,386,0,0,395,78,44,1,134,13,0,0,7,81,2,0,3,1,0,0,237,23,1,1,32755,-18730,-32758,-555,1815,-1964
5,292,0,1,117,175,1,0,31,844,2,0,32,326,3,0,54,36,1,0,15,130,1,0,1,0,0,0,273,30,0,0,32755,-22036,-32758,-128,10036,-3209
3,192,2,0,23,18,0,1,17,432,1,0,29,178,0,1,24,24,1,0,11,147,0,0,0,0,1,0,291,37,0,0,32755,-24145,-32758,-404,10493,-3712
2,2,1,0,24,2,0,0,25,119,0,0,68,92,0,0,52,11,0,0,14,122,1,0,1,0,0,1,267,25,1,0,32755,-32539,-32758,-591,-4812,-3756
2,0,0,0,0,6,0,0,12,0,0,0,5,75,0,0,79,0,0,0,25,149,0,0,3,0,0,0,288,26,0,0,32755,-886,-32758,-1047,-9540,-4730
4,0,0,0,17,2,0,0,9,1,0,0,39,33,1,0,60,0,0,0,25,112,0,0,1,0,1,0,326,35,0,0,32755,13783,-24891,-1794,-10325,-5131
4,0,0,0,52,5,0,0,13,1,0,0,24,30,1,0,66,0,0,0,22,114,0,0,0,1,0,0,349,30,1,0,32755,7053,-21478,-2614,5960,-3518
